Time,X_vel_uav,Y_vel_uav,Z_vel_uav,yaw_vel_uav,X_cmd_vel,Y_cmd_vel,Z_cmd_vel,yaw_cmd_vel
1696630902.9627237,0.3657894497230131,0.3431469596391266,-0.00023420695131928793,0.025872781872749294,0,0,0,0
1696630902.9818397,0.3495032350963679,0.3303681741019011,0.010078691216570207,0.026515668258070908,0,0,0,0
1696630903.001613,0.33418411894793365,0.3185140070574606,0.018762021126541517,0.023822771385312046,0,0,0,0
1696630903.0220096,0.32025867292879734,0.30724433413001595,0.0249635849779114,0.01811063475906846,0,0,0,0
1696630903.0437846,0.30638746496554875,0.29652719663623917,0.028682239732435055,0.015697773545980433,0,0,0,0
1696630903.0639534,0.2929407683526374,0.28620698701967373,0.031754110820530965,0.015362215228378759,0,0,0,0
1696630903.0869625,0.2800408932301448,0.27562758762178935,0.03424723976670034,0.013387134298682204,0,0,0,0
1696630903.1065037,0.2675736025932503,0.26555925541378794,0.036024869477470425,0.014897660352289668,0,0,0,0
1696630903.131463,0.2550496275053566,0.25600683902991195,0.03771765807201943,0.015462798997759809,0,0,0,0
1696630903.1503632,0.24300682336115934,0.24725217073414452,0.039330283962389176,0.010978406295180309,0,0,0,0
1696630903.168546,0.23201242786489265,0.23913792548672835,0.04147033393204393,0.008102170191705213,0,0,0,0
1696630903.189108,0.22139590821949648,0.23129313462407883,0.04255536053728081,0.007496951147913918,0,0,0,0
1696630903.2076504,0.21110709014483087,0.2236358379875348,0.043506876187509494,0.0049878270365297656,0,0,0,0
1696630903.228603,0.2014787849974132,0.2164588669294107,0.04423464321330638,0.004755637142807233,0,0,0,0
1696630903.2478528,0.19189057946738192,0.2091444593794132,0.04502315618626043,-1.1230178643028495e-05,0,0,0,0
1696630903.2683077,0.18298174890834285,0.20261721603231556,0.04567036250095867,0.0032752617262303734,0,0,0,0
1696630903.2910202,0.1743609434139744,0.1956978521609064,0.04637774651315373,0.00185639481060206,0,0,0,0
1696630903.3095253,0.170127529740131,0.1899288286334928,0.042500932128815935,-0.0027248256374150597,0,0,0,0
1696630903.3308053,0.2040366403054197,0.19250293097967056,-0.0029778748375859573,-0.002061001257970939,0,0,0,0
1696630903.3503332,0.23824258082862892,0.19585420867830622,-0.04769588142539891,-0.00355099234730007,0,0,0,0
1696630903.3705914,0.2736603840639653,0.19985555542038486,-0.08789997744132919,-0.0058009787462651955,0,0,0,0
1696630903.397974,0.3107459200144304,0.20415146415992466,-0.12344490855206044,-0.00430885376408698,0,0,0,0
1696630903.4189224,0.34788865570727956,0.20845300012656223,-0.154869038630113,-0.001123600988648838,0,0,0,0
1696630903.439776,0.38520578088455926,0.21259592055494317,-0.18332718578850804,0.00187937472946943,0,0,0,0
1696630903.460161,0.4223909362984821,0.21601632251167413,-0.20835674373034357,0.005549924913793833,0,0,0,0
1696630903.4768424,0.4577976781316665,0.2193336382040236,-0.23149333807118982,0.01057946495711808,0,0,0,0
1696630903.4993508,0.4916303200570127,0.22304546511861162,-0.25127216273640796,0.014279703609645422,0,0,0,0
1696630903.5188506,0.5234179919349882,0.22576656966618594,-0.26796758248534136,0.020531540736556116,0,0,0,0
1696630903.542184,0.5533217281966013,0.22891150727059462,-0.2814544623693786,0.02496324107050902,0,0,0,0
1696630903.5587287,0.5821374294718505,0.23148110873654418,-0.2917121951810824,0.02832597494125372,0,0,0,0
1696630903.577163,0.609566480979905,0.2341660090916112,-0.30076071731629506,0.030887737870216425,0,0,0,0
1696630903.5978599,0.636033916557937,0.23619798814717324,-0.3080632249331523,0.030190443620085765,0,0,0,0
1696630903.6172836,0.6611571096000645,0.2381503871480759,-0.3141444485037992,0.027414737269282383,0,0,0,0
1696630903.637484,0.6855192265527703,0.24016832632182714,-0.3172146327509906,0.02725679054856304,0,0,0,0
1696630903.655503,0.7090206845599746,0.24245890125062405,-0.3205672594017863,0.024857046082615887,0,0,0,0
1696630903.6772873,0.7315060729941686,0.2442141059154194,-0.3234647588481042,0.024947274476289784,0,0,0,0
1696630903.6951675,0.7536360544241063,0.24618512774139462,-0.3253014795997616,0.024665463715791733,0,0,0,0
1696630903.7145395,0.7744394912776109,0.248162662465982,-0.3266090999208836,0.025592474266886742,0,0,0,0
1696630903.7351098,0.79461806813703,0.25016326817659995,-0.32846879679808566,0.02660369500517848,0,0,0,0
1696630903.7583945,0.8136128304117394,0.25155943760775856,-0.3300188306032715,0.02410537004470828,0,0,0,0
1696630903.7773418,0.8317570666205489,0.2529923303856316,-0.33197638262834245,0.02473073452711108,0,0,0,0
1696630903.799628,0.8497261826950427,0.25441084537464953,-0.33299329594588,0.024142714217305208,0,0,0,0
1696630903.8180242,0.8680778227152803,0.2602494995687199,-0.33590517430679623,0.021694699302315736,0,0,0,0
1696630903.8439002,0.8974209909465768,0.30687304331443244,-0.35971481855444104,0.024274319410324117,0,0,0,0
1696630903.8611202,0.9261766966759551,0.35295946904282094,-0.38238134075276087,0.02749926596879961,0,0,0,0
1696630903.8819144,0.954972361724124,0.3995857573805048,-0.4015707173633072,0.03171559050679208,0,0,0,0
1696630903.8993096,0.984189529241786,0.44560509978488255,-0.41747094499567144,0.030055390670895587,0,0,0,0
1696630903.920585,1.0135321760324927,0.49122298280543575,-0.4323463787308321,0.02536483667790891,0,0,0,0
1696630903.9391022,1.0422293814638077,0.5347808033111604,-0.44689677691124596,0.016912523657083532,0,0,0,0
1696630903.9580631,1.069359968471273,0.5756328809609861,-0.4613283632262627,0.010136483237147359,0,0,0,0
1696630903.9784663,1.0950784768953457,0.6134608106745459,-0.4779202603806145,0.009175332263112103,0,0,0,0
1696630903.9999478,1.1201919227547112,0.6492447139030385,-0.49232760063895964,0.017239850014448204,0,0,0,0
1696630904.017321,1.1438906959449004,0.6827646448774655,-0.5050568615273454,0.02956019341945652,0.0,0.0,0.0,0.0
1696630904.0380838,1.1675746948233534,0.7155568549455621,-0.5131745267803303,0.042738404124975246,0.0,0.0,0.0,0.0
1696630904.0564075,1.1893770941265904,0.7455092316570011,-0.5224714522562612,0.056231785565614735,0.0,0.0,0.0,0.0
1696630904.0762575,1.2102466766259055,0.7735949477842466,-0.5324593789733653,0.07317799329757693,0.0,0.0,0.0,0.0
1696630904.0957272,1.2314118583334503,0.8027907100221954,-0.5362028644608564,0.07868083566427234,0.0,0.0,0.0,0.0
