Time,X Position,Y Position,Z Position,yaw
57.55,-0.00022441762691371991,4.929946556823028e-07,0.5250135544507786,-0.0010438295676886882
57.56,-0.00022443829645882318,4.930083924158416e-07,0.5250135544509037,-0.0010438608100519738
57.57,-0.00022445896592293568,4.930221299806925e-07,0.5250135544510288,-0.0010438920526982618
57.58,-0.00022447963530614068,4.930358683356557e-07,0.5250135544511538,-0.0010439232956274678
57.59,-0.00022450030460846593,4.930496074820865e-07,0.5250135544512788,-0.0010439545388393572
57.6,-0.00022452097382996694,4.93063347445545e-07,0.5250135544514037,-0.0010439857823339308
57.61,-0.00022454164297061596,4.930770882116654e-07,0.5250135544515286,-0.0010440170261110048
57.62,-0.00022456231203049626,4.930908297709339e-07,0.5250135544516534,-0.0010440482701704514
57.63,-0.00022458298100966334,4.931045721166284e-07,0.5250135544517782,-0.0010440795145122118
57.64,-0.0002246036499080617,4.931183152917377e-07,0.5250135544519029,-0.0010441107591360598
57.65,-0.0002246243187258301,4.931320592554413e-07,0.5250135544520276,-0.001044142004042029
57.66,-0.00022464498746294081,4.931458040136755e-07,0.5250135544521521,-0.0010441732492298683
57.67,-0.00022466565611939382,4.931595495877988e-07,0.5250135544522767,-0.00104420449469955
57.68,-0.0002246863246952724,4.931732959708455e-07,0.5250135544524013,-0.0010442357404508538
57.69,-0.00022470699319063203,4.931870431503199e-07,0.5250135544525257,-0.0010442669864837617
57.7,-0.0002247276616055005,4.932007911386091e-07,0.5250135544526501,-0.0010442982327981002
57.71,-0.00022474832993993332,4.932145399161162e-07,0.5250135544527745,-0.0010443294793938062
57.72,-0.00022476899819381946,4.932282895326332e-07,0.5250135544528988,-0.001044360726270704
57.73,-0.0002247896663673532,4.932420399317273e-07,0.525013554453023,-0.0010443919734286723
57.74,-0.0002248103344604513,4.932557911132359e-07,0.5250135544531472,-0.0010444232208676335
57.75,-0.00022483100247328025,4.932695431005506e-07,0.5250135544532715,-0.0010444544685874865
57.76,-0.00022485167040578458,4.932832958950539e-07,0.5250135544533954,-0.0010444857165880254
57.77,-0.00022487233825801978,4.932970495033593e-07,0.5250135544535195,-0.001044516964869199
57.78,-0.0002248930060300136,4.933108038765964e-07,0.5250135544536435,-0.001044548213430869
57.79,-0.00022491367372176607,4.933245590908763e-07,0.5250135544537674,-0.0010445794622729592
57.8,-0.0002249343413333882,4.93338315082746e-07,0.5250135544538913,-0.0010446107113952577
57.81,-0.00022495500886487996,4.933520719047893e-07,0.5250135544540151,-0.001044641960797757
57.82,-0.00022497567631618587,4.933658295250493e-07,0.5250135544541389,-0.0010446732104802778
57.83,-0.0002249963436874447,4.933795879305699e-07,0.5250135544542626,-0.0010447044604426979
57.84,-0.00022501701097873972,4.933933471334669e-07,0.5250135544543864,-0.0010447357106849176
57.85,-0.00022503767818998766,4.934071071240097e-07,0.5250135544545099,-0.001044766961206798
57.86,-0.00022505834532121627,4.934208679207653e-07,0.5250135544546335,-0.0010447982120083004
57.87,-0.00022507901237253658,4.934346295250075e-07,0.525013554454757,-0.0010448294630892013
57.88,-0.0002250996793439486,4.934483919346222e-07,0.5250135544548804,-0.0010448607144494342
57.89,-0.00022512034623553556,4.934621551489317e-07,0.5250135544550039,-0.001044891966088827
57.9,-0.00022514101304721423,4.934759191312901e-07,0.5250135544551273,-0.0010449232180073636
57.91,-0.00022516167977915114,4.934896839493786e-07,0.5250135544552506,-0.0010449544702048463
57.92,-0.000225182346431263,4.93503449576797e-07,0.5250135544553738,-0.00104498572268119
57.93,-0.00022520301300366086,4.935172159705294e-07,0.525013554455497,-0.0010450169754362714
57.94,-0.00022522367949631694,4.93530983187876e-07,0.5250135544556201,-0.0010450482284700127
57.95,-0.00022524434590937004,4.935447512119232e-07,0.5250135544557433,-0.0010450794817822152
57.96,-0.00022526501224276463,4.935585200372772e-07,0.5250135544558663,-0.0010451107353727734
57.97,-0.00022528567849655623,4.935722896486506e-07,0.5250135544559894,-0.001045141989241639
57.98,-0.00022530634467074484,4.935860600687033e-07,0.5250135544561123,-0.0010451732433886612
57.99,-0.00022532701076544148,4.935998312968932e-07,0.5250135544562352,-0.0010452044978136751
58.0,-0.0002253476767806739,4.936136033087716e-07,0.5250135544563581,-0.0010452357525166426
58.01,-0.00022536834271635886,4.936273761330155e-07,0.5250135544564808,-0.0010452670074974206
58.02,-0.00022538900857260735,4.936411497769976e-07,0.5250135544566036,-0.0010452982627558909
58.03,-0.00022540967434950265,4.936549241913596e-07,0.5250135544567263,-0.001045329518291912
58.04,-0.0002254303400469615,4.936686994002249e-07,0.5250135544568488,-0.0010453607741053913
58.05,-0.00022545100566515042,4.936824754257383e-07,0.5250135544569715,-0.001045392030196193
58.06,-0.0002254716712040139,4.936962522519622e-07,0.525013554457094,-0.0010454232865641899
58.07,-0.00022549233666360746,4.937100298791676e-07,0.5250135544572165,-0.0010454545432093019
58.08,-0.0002255130020438756,4.937238083206087e-07,0.5250135544573389,-0.0010454858001314727
58.09,-0.00022553366734506808,4.937375875443831e-07,0.5250135544574613,-0.001045517057330448
58.1,-0.00022555433256704616,4.937513675507617e-07,0.5250135544575837,-0.0010455483148061415
58.11,-0.00022557499770980982,4.9376514837883e-07,0.5250135544577059,-0.001045579572558545
58.12,-0.00022559566277358112,4.937789299786063e-07,0.5250135544578283,-0.0010456108305874584
58.13,-0.00022561632775827678,4.937927123903417e-07,0.5250135544579504,-0.0010456420888927433
58.14,-0.00022563699266386905,4.938064955946559e-07,0.5250135544580725,-0.0010456733474743184
