Time,X Position,Y Position,Z Position
156.205,-0.009540752622237109,0.0059456533315504845,0.5250135541303014
156.205,-0.0095407734950409,0.005945653430705845,0.5250135541305722
156.205,-0.009540794367669303,0.005945653529861496,0.5250135541308429
156.205,-0.009540815240122402,0.005945653629017457,0.5250135541311136
156.205,-0.009540836112400364,0.005945653728173729,0.5250135541313841
156.205,-0.009540856984503132,0.005945653827330304,0.5250135541316544
156.205,-0.009540877856430818,0.005945653926487168,0.5250135541319247
156.205,-0.009540898728183533,0.005945654025644351,0.5250135541321949
156.205,-0.009540919599761305,0.005945654124801827,0.5250135541324649
156.205,-0.009540940471164161,0.00594565422395961,0.5250135541327348
156.205,-0.009540961342392351,0.005945654323117688,0.5250135541330045
156.205,-0.00954098221344582,0.005945654422276059,0.5250135541332743
156.205,-0.009541003084324623,0.005945654521434732,0.5250135541335439
156.205,-0.009541023955028871,0.005945654620593713,0.5250135541338133
156.205,-0.009541044825558676,0.005945654719752988,0.5250135541340828
156.205,-0.009541065695913953,0.005945654818912543,0.5250135541343519
156.205,-0.009541086566095064,0.005945654918072384,0.5250135541346211
156.205,-0.009541107436101787,0.005945655017232548,0.5250135541348901
156.205,-0.009541128305934399,0.005945655116393013,0.525013554135159
156.205,-0.009541149175592789,0.0059456552155538415,0.5250135541354278
156.205,-0.009541170045077096,0.005945655314714966,0.5250135541356965
156.205,-0.009541190914387543,0.005945655413876412,0.5250135541359651
156.205,-0.009541211783524156,0.005945655513038156,0.5250135541362335
156.205,-0.00954123265248688,0.0059456556122002594,0.525013554136502
156.205,-0.0095412535212758,0.005945655711362653,0.5250135541367701
156.205,-0.00954127438989108,0.0059456558105253215,0.5250135541370382
156.205,-0.009541295258332666,0.005945655909688289,0.5250135541373062
156.205,-0.00954131612660078,0.005945656008851548,0.5250135541375741
156.205,-0.009541336994695476,0.005945656108015078,0.5250135541378419
156.205,-0.009541357862616756,0.005945656207178977,0.5250135541381096
156.205,-0.009541378730364702,0.005945656306343179,0.5250135541383771
156.205,-0.009541399597939426,0.005945656405507703,0.5250135541386446
156.205,-0.009541420465340927,0.005945656504672575,0.5250135541389119
156.205,-0.009541441332569345,0.005945656603837727,0.5250135541391792
156.205,-0.009541462199624706,0.005945656703003161,0.5250135541394463
156.205,-0.00954148306650715,0.005945656802168891,0.5250135541397133
156.205,-0.009541503933216733,0.005945656901334917,0.5250135541399802
156.205,-0.009541524799753481,0.005945657000501328,0.525013554140247
156.205,-0.009541545666117479,0.0059456570996680586,0.5250135541405136
156.205,-0.009541566532308865,0.0059456571988350795,0.5250135541407801
156.205,-0.009541587398327611,0.0059456572980023745,0.5250135541410466
156.205,-0.009541608264173829,0.0059456573971699575,0.5250135541413129
156.205,-0.009541629129847629,0.005945657496337881,0.5250135541415792
156.205,-0.009541649995348983,0.005945657595506139,0.5250135541418453
156.205,-0.009541670860678114,0.005945657694674733,0.5250135541421113
156.205,-0.009541691725834966,0.005945657793843574,0.5250135541423772
156.205,-0.009541712590819623,0.0059456578930127055,0.5250135541426428
156.205,-0.00954173345563225,0.005945657992182178,0.5250135541429085
156.205,-0.009541754320272905,0.005945658091351973,0.5250135541431742
156.205,-0.00954177518474153,0.005945658190522095,0.5250135541434395
156.205,-0.009541796049038292,0.005945658289692512,0.5250135541437049
156.205,-0.009541816913163276,0.005945658388863205,0.5250135541439701
156.205,-0.009541837777116563,0.005945658488034209,0.5250135541442351
156.205,-0.009541858640898127,0.005945658587205575,0.5250135541445001
156.205,-0.00954187950450816,0.005945658686377228,0.525013554144765
156.205,-0.009541900367946637,0.005945658785549187,0.5250135541450298
156.205,-0.009541921231213724,0.005945658884721447,0.5250135541452945
156.205,-0.009541942094309419,0.005945658983894072,0.5250135541455591
156.205,-0.009540886982062596,0.0059456516659442,0.5250135744666512
156.205,-0.009469624588982706,0.005945300052514652,0.5250135900538637
156.205,-0.009288333079120165,0.005944380476676142,0.5250135914555084
156.205,-0.008997039857750383,0.005942903380283233,0.5250135916018734
156.205,-0.008595747749595373,0.005940868572099642,0.5250135916148477
156.205,-0.008084457051947436,0.005938276002328579,0.5250135916132466
156.205,-0.007463167795361797,0.0059351256615438166,0.5250135916097685
156.205,-0.006731879982840777,0.005931417545876641,0.5250135916058476
156.205,-0.0058905936145925986,0.005927151652629699,0.5250135916017571
156.205,-0.004939308690404071,0.005922327979765614,0.5250135915976749
156.205,-0.003878025209785557,0.005916946525836689,0.5250135915937924
156.205,-0.002706743171929954,0.005911007289960778,0.5250135915903237
156.205,-0.0014254625756668915,0.005904510271796153,0.5250135915875076
156.205,-3.4183419421240924e-05,0.005897455471508695,0.5250135915856057
156.205,0.001467094298826327,0.005889842889729427,0.5250135915849035
156.205,0.003078370581578088,0.005881672527500924,0.5250135915857094
156.205,0.00479964543185854,0.005872944386211916,0.5250135915883554
156.205,0.006630918853252593,0.005863658467518959,0.5250135915931958
156.205,0.008572190849943984,0.005853814773253625,0.5250135916006076
156.205,0.010623461426752995,0.005843413305315041,0.5250135916109896
156.205,0.012784730589173787,0.005832454065546066,0.5250135916247618
156.205,0.01505599834341062,0.005820937055592314,0.525013591642365
156.205,0.017437264696412658,0.0058088622767431776,0.5250135916642594
156.205,0.019928529655907634,0.005796229729753605,0.525013591690924
156.205,0.022529793230434053,0.005783039414646158,0.5250135917228547
156.205,0.025241055429369927,0.005769291330492121,0.5250135917605635
156.205,0.028062316262960615,0.005754985475171324,0.5250135918045762
156.205,0.030993575742342128,0.00574012184510974,0.5250135918554307
156.205,0.03399272168639833,0.005724906164774371,0.525013557339902
156.205,0.036992668701197245,0.005709694725743052,0.5250135548082293
156.205,0.03999261001160469,0.0056944830587625506,0.5250135546051191
156.205,0.04299255083272048,0.005679271260288237,0.5250135546524787
156.205,0.046003393997790534,0.0056640104409400515,0.5250135845331171
156.205,0.0491076349684543,0.005648270782597592,0.5250135914968401
156.205,0.05232188982461752,0.005631971606926174,0.5250135923069216
156.205,0.05564614501957921,0.00561511470637542,0.5250135924875159
156.205,0.05908039913033024,0.005597699915261568,0.5250135926101356
156.205,0.06262465202370121,0.005579727183095225,0.5250135927358829
156.205,0.06627890370258865,0.00556119647483152,0.5250135928716386
156.205,0.07004315418433824,0.005542107752627733,0.5250135930185106
