Time,X Position,Y Position,Z Position,yaw
55.216,-0.00021921036503808056,4.89561490182828e-07,0.5250135544175393,-0.0010359720765554814
55.226,-0.00021923105608703808,4.89575022521977e-07,0.5250135544176784,-0.0010360032437374544
55.236,-0.00021925174704606754,4.895885556718924e-07,0.5250135544178174,-0.0010360344112339975
55.246,-0.00021927243791516893,4.896020896084236e-07,0.5250135544179563,-0.0010360655790450206
55.256,-0.00021929312869439777,4.896156243865124e-07,0.5250135544180952,-0.0010360967471703358
55.266,-0.00021931381938364303,4.89629159969757e-07,0.525013554418234,-0.0010361279156098759
55.276,-0.00021933450998318227,4.896426964045339e-07,0.5250135544183728,-0.0010361590843634928
55.286,-0.00021935520049290447,4.896562336644157e-07,0.5250135544185115,-0.0010361902534310441
55.296,-0.00021937589091286513,4.896697717300224e-07,0.5250135544186503,-0.0010362214228123597
55.306,-0.00021939658124311978,4.896833106349913e-07,0.5250135544187888,-0.0010362525925073356
55.316,-0.00021941727148372392,4.896968503510519e-07,0.5250135544189274,-0.0010362837625159129
55.326,-0.00021943796163467755,4.897103908878264e-07,0.5250135544190658,-0.0010363149328378235
55.336,-0.00021945865169603618,4.897239322311118e-07,0.5250135544192043,-0.0010363461034730102
55.346,-0.0002194793416677998,4.897374744076066e-07,0.5250135544193426,-0.0010363772744213903
55.356,-0.00021950003155010722,4.897510173890673e-07,0.5250135544194809,-0.001036408445682767
55.366,-0.0002195207213429029,4.897645612164225e-07,0.5250135544196192,-0.0010364396172569846
55.376,-0.0002195414110462146,4.897781058472257e-07,0.5250135544197574,-0.0010364707891439768
55.386,-0.00021956210066015336,4.897916512894458e-07,0.5250135544198955,-0.0010365019613435733
55.396,-0.0002195827901847469,4.898051975595356e-07,0.5250135544200336,-0.00103653313385566
55.406,-0.00021960347961993976,4.898187446384403e-07,0.5250135544201716,-0.0010365643066800804
55.416,-0.00021962416896589843,4.898322925537798e-07,0.5250135544203096,-0.0010365954798167796
55.426,-0.0002196448582225674,4.898458412606682e-07,0.5250135544204475,-0.0010366266532655206
55.436,-0.00021966554739005772,4.898593908064038e-07,0.5250135544205854,-0.0010366578270261959
55.446,-0.00021968623646831387,4.898729411750759e-07,0.5250135544207232,-0.0010366890010987551
55.456,-0.0002197069254574746,4.898864923398507e-07,0.5250135544208608,-0.0010367201754829542
55.466,-0.00021972761435748445,4.899000443749416e-07,0.5250135544209986,-0.0010367513501787157
55.476,-0.00021974830316837113,4.899135971906852e-07,0.5250135544211362,-0.0010367825251859622
55.486,-0.00021976899189027344,4.899271508410747e-07,0.5250135544212737,-0.001036813700504482
55.496,-0.00021978968052327463,4.899407053166505e-07,0.5250135544214113,-0.001036844876134187
55.506,-0.00021981036906715268,4.899542605920151e-07,0.5250135544215487,-0.0010368760520749248
55.516,-0.00021983105752229615,4.899678166996675e-07,0.5250135544216861,-0.0010369072283266238
55.526,-0.00021985174588839973,4.89981373629606e-07,0.5250135544218234,-0.0010369384048890442
55.536,-0.00021987243416568547,4.899949313939464e-07,0.5250135544219607,-0.0010369695817621664
55.546,-0.00021989312235415337,4.900084899483721e-07,0.5250135544220979,-0.0010370007589457543
55.556,-0.00021991381045385894,4.900220493011772e-07,0.5250135544222351,-0.0010370319364397277
55.566,-0.00021993449846482993,4.900356094740457e-07,0.5250135544223721,-0.0010370631142439305
55.576,-0.00021995518638712186,4.900491705001812e-07,0.5250135544225092,-0.0010370942923583015
55.586,-0.00021997587422076248,4.900627323152094e-07,0.5250135544226462,-0.0010371254707827208
55.596,-0.0002199965619657518,4.90076294941763e-07,0.5250135544227831,-0.0010371566495169214
55.606,-0.00022001724962217306,4.900898583749358e-07,0.52501355442292,-0.001037187828560917
55.616,-0.00022003793718999853,4.901034226640862e-07,0.5250135544230567,-0.0010372190079144807
55.626,-0.00022005862466933923,4.90116987735597e-07,0.5250135544231935,-0.001037250187577528
55.636,-0.0002200793120602229,4.901305536348689e-07,0.5250135544233303,-0.0010372813675499327
55.646,-0.00022009999936267732,4.901441203679466e-07,0.5250135544234669,-0.0010373125478315484
55.656,-0.00022012068657664696,4.901576879069117e-07,0.5250135544236034,-0.0010373437284222247
55.666,-0.00022014137370235387,4.901712562671871e-07,0.52501355442374,-0.0010373749093219114
55.676,-0.00022016206073968703,4.901848254482849e-07,0.5250135544238765,-0.0010374060905303812
55.686,-0.00022018274768875745,4.901983954191697e-07,0.5250135544240129,-0.0010374372720475557
55.696,-0.0002202034345495374,4.902119662469808e-07,0.5250135544241492,-0.0010374684538733026
55.706,-0.0002202241213221101,4.902255378575588e-07,0.5250135544242855,-0.001037499636007508
55.716,-0.0002202448080064756,4.902391103416242e-07,0.5250135544244218,-0.0010375308184500166
55.726,-0.00022026549460280043,4.902526836090258e-07,0.525013554424558,-0.0010375620012006762
55.736,-0.00022028618111089027,4.902662576979273e-07,0.525013554424694,-0.0010375931842593995
55.746,-0.00022030686753096718,4.902798325887589e-07,0.5250135544248301,-0.0010376243676260277
55.756,-0.00022032755386303116,4.902934082981632e-07,0.5250135544249661,-0.0010376555513004876
55.766,-0.00022034824010713772,4.903069848502637e-07,0.5250135544251021,-0.0010376867352825706
55.776,-0.0002203689262632036,4.903205622033184e-07,0.525013554425238,-0.001037717919572193
55.786,-0.00022038961233142307,4.90334140388661e-07,0.5250135544253738,-0.0010377491041692604
55.796,-0.00022041029831171288,4.903477193820324e-07,0.5250135544255096,-0.0010377802890734933
55.806,-0.0002204309842041563,4.903612992103749e-07,0.5250135544256453,-0.001037811474284958
