Time,X Position,Y Position,Z Position
770.246,-0.04619174441578375,0.00332264988354643,0.5250135551174815
770.246,-0.046191764277905445,0.003322650240449856,0.5250135551176396
770.246,-0.046191784139924696,0.0033226505973532714,0.5250135551177976
770.246,-0.0461918040018415,0.003322650954256671,0.5250135551179556
770.246,-0.04619182386365589,0.003322651311160072,0.5250135551181134
770.246,-0.046191843725368,0.00332265166806345,0.5250135551182712
770.246,-0.04619186358697783,0.003322652024966822,0.525013555118429
770.246,-0.046191883448485405,0.0033226523818701945,0.5250135551185865
770.246,-0.046191903309890814,0.003322652738773555,0.5250135551187443
770.246,-0.04619192317119397,0.0033226530956768953,0.5250135551189017
770.246,-0.0461919430323951,0.0033226534525802264,0.5250135551190592
770.246,-0.046191962893494115,0.003322653809483582,0.5250135551192165
770.246,-0.0461919827544911,0.003322654166386916,0.525013555119374
770.246,-0.04619200261538614,0.0033226545232902323,0.5250135551195312
770.246,-0.04619202247617915,0.0033226548801935374,0.5250135551196884
770.246,-0.046192042336870326,0.0033226552370968707,0.5250135551198456
770.246,-0.04619206219745964,0.0033226555940001814,0.5250135551200026
770.246,-0.04619208205794717,0.0033226559509034618,0.5250135551201596
770.246,-0.04619210191833281,0.0033226563078067473,0.5250135551203166
770.246,-0.04619212177861684,0.0033226566647100225,0.5250135551204735
770.246,-0.04619214163879909,0.003322657021613296,0.5250135551206303
770.246,-0.04619216149887978,0.0033226573785166053,0.5250135551207871
770.246,-0.04619218135885875,0.0033226577354198844,0.5250135551209437
770.246,-0.04619220121873624,0.003322658092323171,0.5250135551211004
770.246,-0.04619222107851215,0.003322658449226462,0.5250135551212569
770.246,-0.046192240938186635,0.0033226588061297554,0.5250135551214133
770.246,-0.04619226079775965,0.003322659163033033,0.5250135551215698
770.246,-0.0461922806572313,0.0033226595199363214,0.5250135551217261
770.246,-0.04619230051660159,0.0033226598768396173,0.5250135551218824
770.246,-0.04619232037587054,0.003322660233742926,0.5250135551220387
770.246,-0.04619234023503824,0.0033226605906462223,0.5250135551221948
770.246,-0.046192360094104684,0.00332266094754951,0.5250135551223509
770.246,-0.04619237995307002,0.003322661304452819,0.525013555122507
770.246,-0.046192399811934154,0.0033226616613561046,0.5250135551226629
770.246,-0.04619241967069718,0.0033226620182594097,0.5250135551228189
770.246,-0.04619243952935914,0.0033226623751627243,0.5250135551229747
770.246,-0.04619245938792013,0.0033226627320660255,0.5250135551231304
770.246,-0.04619247924638009,0.0033226630889693558,0.5250135551232862
770.246,-0.04619249910473916,0.0033226634458726834,0.5250135551234418
770.246,-0.046192518962997364,0.0033226638027760032,0.5250135551235974
770.246,-0.04619253882115465,0.0033226641596793335,0.5250135551237529
770.246,-0.046192558679211126,0.003322664516582703,0.5250135551239083
770.246,-0.04619257853716688,0.0033226648734860824,0.5250135551240638
770.246,-0.046192598395021905,0.003322665230389474,0.525013555124219
770.246,-0.046192618252776235,0.003322665587292852,0.5250135551243744
770.246,-0.04619263811042998,0.003322665944196248,0.5250135551245295
770.246,-0.04619265796798308,0.003322666301099655,0.5250135551246846
770.246,-0.04619267782543568,0.0033226666580030827,0.5250135551248397
770.246,-0.046192697682787665,0.0033226670149065114,0.5250135551249947
770.246,-0.04619271754003926,0.003322667371809938,0.5250135551251496
770.246,-0.04619273739719035,0.003322667728713419,0.5250135551253045
770.246,-0.046192757254241074,0.0033226680856168664,0.5250135551254593
770.246,-0.04619277711119152,0.003322668442520357,0.5250135551256141
770.246,-0.04619279696804163,0.0033226687994238387,0.5250135551257687
770.246,-0.046192816824791455,0.0033226691563273316,0.5250135551259233
770.246,-0.04619283668144106,0.0033226695132308336,0.5250135551260778
770.246,-0.04619285653799052,0.003322669870134391,0.5250135551262324
770.246,-0.04619287639443978,0.003322670227037974,0.5250135551263867
770.246,-0.046192896250788956,0.0033226705839415603,0.5250135551265411
770.246,-0.04619291610703816,0.0033226709408451663,0.5250135551266955
770.246,-0.046192935963187215,0.0033226712977487767,0.5250135551268497
770.246,-0.04619295581923638,0.0033226716546524053,0.5250135551270038
770.246,-0.046192975675185655,0.003322672011556042,0.5250135551271579
770.246,-0.04619299553103501,0.003322672368459735,0.5250135551273118
770.246,-0.04619301538678444,0.0033226727253634304,0.525013555127466
770.246,-0.04619303524243418,0.0033226730822671557,0.5250135551276197
770.246,-0.04619305509798413,0.0033226734391708923,0.5250135551277736
770.246,-0.04614378210822895,0.0033219134644939413,0.5250135901425477
770.246,-0.04598450860416464,0.0033194310345150066,0.5250135923415832
770.246,-0.04571524354500742,0.0033152346706228266,0.5250135925667155
770.246,-0.04533599135974378,0.0033093242837046056,0.5250135925806363
770.246,-0.044846752519820565,0.003301699800876104,0.5250135925692999
770.246,-0.04424752707742857,0.0032923612035348463,0.5250135925525339
770.246,-0.043538315041226794,0.0032813084810580447,0.5250135925325108
770.246,-0.042719116415503355,0.0032685416245547636,0.5250135925095617
770.246,-0.041789931204024466,0.0032540606261843704,0.5250135924838505
770.246,-0.04079107095040571,0.0032384858321947187,0.5250135579954464
770.246,-0.03979120591838081,0.0032229036051736283,0.5250135552693213
770.246,-0.0387913469692798,0.0032073212111399445,0.5250135549583231
770.246,-0.03779148869106311,0.003191738693268247,0.525013554902535
770.246,-0.03674233766625398,0.0031753957455868047,0.5250135898888941
770.246,-0.035583186166665504,0.003157330216201474,0.5250135920633288
770.246,-0.03431404314382869,0.003137550657459743,0.5250135922655398
770.246,-0.032934913023881296,0.003116056995053527,0.525013592258181
770.246,-0.0314457962755339,0.003092849167470176,0.5250135922273942
