Time,X Position,Y Position,Z Position
120.379237511,-0.26078469809318783,0.021545978650344577,1.932
120.379237511,-0.26078469809318783,0.021545978650344577,1.931
120.379237511,-0.26078469781282476,0.02154597855142293,1.931
120.379237511,-0.26078469781282476,0.02154597855142293,1.931
120.379237511,-0.2607846977627075,0.021545978477967798,1.93
120.379237511,-0.2607846977627075,0.021545978477967798,1.929
120.379237511,-0.26078469748234445,0.021545979009462868,1.929
120.379237511,-0.26078469748234445,0.021545979009462868,1.928
120.379237511,-0.2607846973403727,0.021545978863049875,1.928
120.379237511,-0.26078469703674134,0.02154597945476977,1.927
120.379237511,-0.2607846968715011,0.02154597936858149,1.926
120.379237511,-0.25323508789215343,0.021545978400154597,1.925
120.379237511,-0.25323508789215343,0.021545978400154597,1.925
120.379237511,-0.25323508789215343,0.021545978400154597,1.926
120.379237511,-0.25323508789215343,0.021545978400154597,1.926
120.379237511,-0.253235088080662,0.021545977795701554,1.926
120.379237511,-0.253235088080662,0.021545977795701554,1.927
120.379237511,-0.25323508836102526,0.021545977264206484,1.928
120.379237511,-0.2532350885262653,0.021545977350394763,1.928
120.379237511,-0.2532350885262653,0.021545977350394763,1.929
120.379237511,-0.25323508882989687,0.021545976758674867,1.929
120.379237511,-0.245685479850549,0.021545975159831143,1.93
120.379237511,-0.24568548001578927,0.021545975246019644,1.931
120.379237511,-0.24568548001578927,0.021545975246019644,1.931
120.379237511,-0.24568548001578927,0.021545975246019644,1.931
120.379237511,-0.24568547775858018,0.03266477278044955,1.931
120.379237511,-0.24568547775858018,0.03266477278044955,1.931
120.379237511,-0.24568547778542893,0.03266477354454622,1.931
120.379237511,-0.24568547778542893,0.03266477354454622,1.932
120.379237511,-0.23813586899458983,0.032664771341249454,1.932
120.379237511,-0.23813586899458983,0.032664771341249454,1.932
120.379237511,-0.23813586899458983,0.032664771341249454,1.932
120.379237511,-0.23813586899458983,0.032664771341249454,1.932
120.379237511,-0.23813586899458983,0.032664771341249454,1.932
120.379237511,-0.2305862601536337,0.032664769694914386,1.932
120.379237511,-0.2305862601536337,0.032664769694914386,1.932
120.379237511,-0.2305862601536337,0.032664769694914386,1.932
120.379237511,-0.2305862601536337,0.032664769694914386,1.932
120.379237511,-0.2305862601536337,0.032664769694914386,1.932
120.379237511,-0.22303665117428606,0.032664768096070995,1.933
120.379237511,-0.22303665117428606,0.032664768096070995,1.932
120.379237511,-0.22303665117428606,0.032664768096070995,1.932
120.379237511,-0.22303665117428606,0.032664768096070995,1.932
120.379237511,-0.21548704193784385,0.03266476696849796,1.932
120.379237511,-0.21548704193784385,0.03266476696849796,1.932
120.379237511,-0.21548704193784385,0.03266476696849796,1.931
120.379237511,-0.20793743293164724,0.03266476523597461,1.931
120.379237511,-0.20793743293164724,0.03266476523597461,1.931
120.379237511,-0.2003878240674224,0.03266476364986415,1.93
120.379237511,-0.20038782390218235,0.0326647641940927,1.93
120.379237511,-0.20038782390218235,0.0326647641940927,1.929
120.379237511,-0.19283821455061734,0.032664762423369686,1.928
120.379237511,-0.19283821438537707,0.032664762967597905,1.928
120.379237511,-0.18528860540602965,0.032664761368754514,1.927
120.379237511,-0.17773899653822456,0.03266475958873938,1.927
120.379237511,-0.17773899653822456,0.03266475958873938,1.926
120.379237511,-0.17018938714012233,0.032664759199299453,1.926
120.379237511,-0.16263977818404318,0.03266475690981452,1.925
120.379237511,-0.16263977799553464,0.0326647581446845,1.925
120.379237511,-0.1550901691545783,0.032664756498349545,1.924
120.379237511,-0.14754055994140458,0.032664754049717915,1.923
120.379237511,-0.14754055958765577,0.0326647545679829,1.922
120.379237511,-0.13999095046633636,0.032664753453143014,1.921
120.379237511,-0.13244134143687147,0.03266475241126121,1.92
120.379237511,-0.12489173220042948,0.032664750653271124,1.919
120.379237511,-0.1173421233093559,0.032664748933481036,1.918
120.379237511,-0.11734212302899283,0.03266474946497633,1.917
120.379237511,-0.1097925136541591,0.03266474838489475,1.916
120.379237511,-0.10224290490505727,0.03266474744193437,1.915
120.379237511,-0.09469329589886089,0.032664745709411025,1.914
120.379237511,-0.08714368663915018,0.032664744642062704,1.914
120.379237511,-0.07959407765980231,0.03266474367363614,1.913
120.379237511,-0.07204446881884619,0.03266474139688447,1.913
120.379237511,-0.06449485958240397,0.03266474026931121,1.913
120.379237511,-0.05694525083330193,0.03266473932635083,1.913
120.379237511,-0.049395641992345585,0.03266473704959927,1.913
120.379237511,-0.04184603287460664,0.03266473675908077,1.913
120.379237511,-0.02674681519269395,0.03266473346641097,1.912
120.379237511,-0.01919720789494095,0.02154593426947149,1.912
120.379237511,-0.011647599145838905,0.021545933326511446,1.912
120.379237511,-0.004097990116374017,0.021545932284629643,1.912
120.379237511,0.0034516189548279286,0.021545930612828057,1.911
120.379237511,0.011001228122684337,0.021545930248854428,1.911
120.379237511,0.018550836963640682,0.021545928602519693,1.91
120.379237511,0.033650054949184716,0.02154592590156945,1.91
120.379237511,0.04119966392853247,0.02154592430272606,1.909
120.379237511,0.04874927307312027,0.021545923248110888,1.909
120.379237511,0.05629888205246791,0.021545922910101267,1.908
120.379237511,0.07139809992288915,0.021545919591467677,1.908
120.379237511,0.07894770901735981,0.021545918610307635,1.908
120.379237511,0.08649731788158466,0.021545917654614333,1.907
120.379237511,0.09404692704944106,0.021545917290640815,1.907
120.379237511,0.10159653589039719,0.021545915013888917,1.906
120.379237511,0.1166957538723612,0.021545913767677227,1.906
120.379237511,0.12424536287855759,0.021545912035153658,1.906
120.379237511,0.13179497171951393,0.021545911019235642,1.906
120.379237511,0.14689418815827437,0.010427112852836484,1.906
120.379237511,0.15444379699923072,0.010427111206501527,1.906
120.379237511,0.16199340611696988,0.010427110285566199,1.906
120.379237511,0.16954301498119473,0.010427109329872897,1.906
120.379237511,0.18464223293989002,0.010427107393019663,1.905
120.379237511,0.19219184199262362,0.010427107041779404,1.905
120.379237511,0.19974145099882,0.010427105309255946,1.904
120.379237511,0.20729105997816766,0.010427104340829496,1.904
120.379237511,0.2148406688423925,0.01042710275471892,1.903
120.379237511,0.22993988698959655,0.010427102052736004,1.903
120.379237511,0.2374894958538214,0.010427100466625427,1.903
120.379237511,0.24503910497156045,0.010427100176107484,1.903
120.379237511,0.2525887138125167,0.010427097899355364,1.903
120.379237511,0.2676879317944807,0.010427096653143675,1.903
120.379237511,0.27523754049346527,0.010427095783638651,1.903
120.379237511,0.2827871481598554,-0.0006917027608586146,1.903
120.379237511,0.29033675725432606,-0.0006917037420184347,1.904
120.379237511,0.29788636597657914,-0.0006917045512988551,1.904
120.379237511,0.3054359749559269,-0.0006917055197253053,1.905
120.379237511,0.31298558405039745,-0.0006917065008851253,1.905
120.379237511,0.3280848016368755,-0.000691708265858848,1.905
120.379237511,0.33563441084646883,-0.000691709259751816,1.906
120.379237511,0.3431840197339623,-0.0006917101552206262,1.906
120.379237511,0.3507336285248013,-0.0006917117281004526,1.906
120.379237511,0.3582832375274174,-0.0006917120058853587,1.906
120.379237511,0.3658328465067652,-0.0006917136047288608,1.906
120.379237511,0.3733824553942585,-0.0006917138697808412,1.906
120.379237511,0.38093206448872907,-0.0006917148509408833,1.906
120.379237511,0.3884816734913452,-0.0006917151287255674,1.906
120.379237511,0.39603128249396147,-0.0006917160369275255,1.906
120.379237511,0.4035808914733092,-0.0006917170053541977,1.906
120.379237511,0.41113050036080256,-0.000691717270405956,1.906
120.379237511,0.4111305005260426,-0.0006917167261777379,1.906
120.379237511,0.41868010939026745,-0.000691718312287648,1.906
120.379237511,0.42622971820437505,-0.0006917191945259304,1.906
120.379237511,0.4337793272069912,-0.0006917201027278885,1.906
120.379237511,0.44132893508035864,-0.01181051747208306,1.906
120.379237511,0.4488785442213662,-0.0118105177023764,1.907
120.379237511,0.4564281530354737,-0.01181051858461446,1.907
120.379237511,0.4564281530354737,-0.01181051858461446,1.908
120.379237511,0.4639777619647041,-0.01181052011000272,1.908
120.379237511,0.47152737096732034,-0.01181052038778807,1.909
120.379237511,0.4790769797814278,-0.01181052127002613,1.909
120.379237511,0.4790769796394563,-0.011810521123613027,1.91
120.379237511,0.4866265890375584,-0.01181052151305284,1.91
120.379237511,0.49417619790178324,-0.011810522468746143,1.91
120.379237511,0.5017258067892765,-0.011810523364214953,1.91
120.379237511,0.5017258077532852,-0.0006917261864565205,1.91
120.379237511,0.509275416732633,-0.0006917271548831927,1.911
120.379237511,0.509275416732633,-0.0006917271548831927,1.911
120.379237511,0.5168250254316176,-0.0006917280243881052,1.911
120.379237511,0.5243746345493567,-0.0006917289453232112,1.912
120.379237511,0.5243746344992395,-0.0006917288718679693,1.912
120.379237511,0.531924243313347,-0.0006917303845233036,1.913
120.379237511,0.531924243313347,-0.0006917303845233036,1.914
120.379237511,0.5394738522891145,-0.0006917298982114239,1.915
120.379237511,0.5470234611264905,-0.0006917307202249923,1.916
120.379237511,0.5470234610531047,-0.0006917313374112943,1.917
120.379237511,0.5545730700288722,-0.0006917314815162445,1.918
120.379237511,0.5545730699554864,-0.0006917320987027686,1.919
120.379237511,0.5621226789312539,-0.0006917322428074968,1.92
120.379237511,0.5621226787427451,-0.0006917328472610951,1.921
120.379237511,0.5696722877185126,-0.0006917329913660453,1.922
120.379237511,0.5696722875532725,-0.0006917335355942633,1.923
120.379237511,0.577221896647743,-0.0006917345167543054,1.923
120.379237511,0.577221896647743,-0.0006917345167543054,1.922
120.379237511,0.5847715056503593,-0.0006917347945392116,1.922
120.379237511,0.584771506410971,0.01042706290542239,1.922
120.379237511,0.5923211154135872,0.010427061997220433,1.922
120.379237511,0.5923211154135872,0.010427061997220433,1.922
120.379237511,0.5923211154135872,0.010427061997220433,1.922
120.379237511,0.5998707244663206,0.010427062276397003,1.922
120.379237511,0.5998707244663206,0.010427062276397003,1.922
120.379237511,0.6074203333305455,0.010427061320703479,1.922
120.379237511,0.6074203333305455,0.010427061320703479,1.921
120.379237511,0.6149699422180388,0.01042706042523478,1.921
120.379237511,0.614969942268156,0.010427060351779871,1.921
120.379237511,0.6225195521232384,0.021545856440164712,1.921
120.379237511,0.6225195521232384,0.021545856440164712,1.921
120.379237511,0.6300691610107317,0.021545856175112954,1.921
120.379237511,0.630069160983883,0.02154585693920963,1.921
120.379237511,0.6376187698481078,0.021545855353099608,1.921
120.379237511,0.6376187698481078,0.021545855353099608,1.922
120.379237511,0.6451683789157296,0.021545855136036463,1.922
120.379237511,0.6451683789891154,0.021545855753222654,1.922
120.379237511,0.6527179879917316,0.02154585547543786,1.922
120.379237511,0.6527179879917316,0.02154585547543786,1.921
120.379237511,0.6602675968559564,0.021545854519744334,1.921
120.379237511,0.6602675968559564,0.021545854519744334,1.921
120.379237511,0.6678172057667183,0.0215458543149174,1.921
120.379237511,0.6678172057667183,0.0215458543149174,1.921
120.379237511,0.6753668146309431,0.021545853359223877,1.921
120.379237511,0.6753668146309431,0.021545853359223877,1.921
120.379237511,0.6829164242790482,0.03266465079413372,1.921
120.379237511,0.6904660331665415,0.03266465052908185,1.921
120.379237511,0.6904660331665415,0.03266465052908185,1.921
120.379237511,0.6980156423075492,0.03266465092920534,1.921
120.379237511,0.705565251056651,0.032664649986244965,1.921
120.379237511,0.705565251056651,0.032664649986244965,1.922
120.379237511,0.7131148600825359,0.032664649768684884,1.922
120.379237511,0.720664469085152,0.032664649490899755,1.922
120.379237511,0.720664469085152,0.032664649490899755,1.922
120.379237511,0.7282140779726454,0.032664649225848,1.922
120.379237511,0.7357636868601387,0.03266464896079613,1.922
120.379237511,0.7433132959361407,0.032664649300197635,1.921
120.379237511,0.7433132958478665,0.032664648548833886,1.92
120.379237511,0.750862905015723,0.03266464881527731,1.919
120.379237511,0.7584125138382107,0.03266464848950357,1.918
120.379237511,0.7584125138382107,0.03266464848950357,1.917
120.379237511,0.7659621229142126,0.03266464819848813,1.917
120.379237511,0.773511731916829,0.03266464855112006,1.917
120.379237511,0.7810613406659308,0.03266464697774285,1.917
120.379237511,0.7886109496918156,0.03266464739059949,1.917
120.379237511,0.7886109496918156,0.03266464739059949,1.917
120.379237511,0.7961605585793089,0.03266464712554762,1.917
120.379237511,0.8037101675819252,0.03266464684776271,1.917
120.379237511,0.811259776492687,0.03266464664293556,1.917
120.379237511,0.8188093853569118,0.032664645687242255,1.917
120.379237511,0.826358994406065,0.03266464679074044,1.917
120.379237511,0.8339086032935584,0.03266464589527196,1.917
120.379237511,0.8414582122961746,0.03266464624790344,1.917
120.379237511,0.8490078211836679,0.03266464535243485,1.917
120.379237511,0.8565574299560383,0.03266464510011635,1.917
120.379237511,0.864107039097046,0.03266464486982279,1.917
120.379237511,0.8716566479845393,0.03266464523518786,1.916
120.379237511,0.8716566480346566,0.03266464516173251,1.916
120.379237511,0.8792062569221499,0.03266464489668075,1.916
120.379237511,0.8867558659480347,0.03266464467912045,1.915
120.379237511,0.8943054747705225,0.032664644983763536,1.915
120.379237511,0.9018550837964072,0.032664644766203454,1.914
120.379237511,0.9094046928491406,0.032664644414963195,1.914
120.379237511,0.9169543016447796,0.03266464485328613,1.913
120.379237511,0.9245039106473959,0.03266464457550122,1.913
120.379237511,0.9320535195348891,0.03266464431044935,1.913
120.379237511,0.9396031284957683,0.03266464466258401,1.913
120.379237511,0.947152737318256,0.03266464433681027,1.912
120.379237511,0.9547023464592637,0.03266464473693331,1.912
120.379237511,0.962251955346757,0.032664643841464835,1.912
120.379237511,0.969801564142396,0.03266464427978777,1.911
120.379237511,0.9773511731450122,0.032664644002002974,1.911
120.379237511,0.9849007819173826,0.03266464374968436,1.911
120.379237511,0.9924503909665359,0.032664644222765826,1.911
120.379237511,0.9999999999691521,0.0326646439449807,1.911
120.379237511,1.0075496088566456,0.03266464367992894,1.912
120.379237511,1.0150992178556815,0.03266464485688225,1.912
120.379237511,1.0226488267431748,0.03266464396141355,1.913
120.379237511,1.0301984357189422,0.03266464444772532,1.913
120.379237511,1.037748044744827,0.03266464423016502,1.914
120.379237511,1.0452976536054714,0.032664644098793216,1.915
120.379237511,1.0528472624428475,0.03266464390719659,1.916
120.379237511,1.0603968715570065,0.032664644441000035,1.917
120.379237511,1.0679464803943826,0.032664643618986355,1.918
120.379237511,1.07549608937015,0.032664644105298124,1.919
120.379237511,1.0905953075089048,0.021545845881580816,1.92
120.379237511,1.0905953075089048,0.021545845881580816,1.92
120.379237511,1.098144916396398,0.021545845616528836,1.92
120.379237511,1.1056945256024113,0.021545845446957368,1.92
120.379237511,1.1132441342829276,0.02154584589801345,1.92
120.379237511,1.120793743216958,0.021545846383828282,1.92
120.379237511,1.1283433523346968,0.021545846093309784,1.92
120.379237511,1.1358929613605817,0.02154584650616642,1.92
120.379237511,1.143442570091215,0.021545846883767705,1.92
