Time,X Position,Y Position,Z Position
120.39,-0.00028745992594961245,5.385959890569214e-07,0.525013554666625
120.39,-0.0002874804559613031,5.386119783005149e-07,0.5250135546666597
120.39,-0.0002875009859505673,5.386279682411147e-07,0.5250135546666942
120.39,-0.0002875215159175437,5.386439588699933e-07,0.5250135546667288
120.39,-0.00028754204586214915,5.38659950190132e-07,0.5250135546667635
120.39,-0.0002875625757844391,5.386759421871111e-07,0.525013554666798
120.39,-0.00028758310568438583,5.386919348761906e-07,0.5250135546668326
120.39,-0.0002876036355620448,5.387079282618971e-07,0.5250135546668672
120.39,-0.00028762416541738833,5.387239223451792e-07,0.5250135546669017
120.39,-0.0002876446952504441,5.387399171176888e-07,0.5250135546669362
120.39,-0.0002876652250612399,5.387559125935744e-07,0.5250135546669707
120.39,-0.00028768575484966474,5.387719087517214e-07,0.5250135546670053
120.39,-0.00028770628461591286,5.387879056284505e-07,0.5250135546670397
120.39,-0.0002877268143598455,5.388039031413352e-07,0.5250135546670742
120.39,-0.0002877473440816014,5.388199013411704e-07,0.5250135546671086
120.39,-0.0002877678737810696,5.388359002604008e-07,0.5250135546671432
120.39,-0.00028778840345833334,5.388518998907595e-07,0.5250135546671776
120.39,-0.00028780893311336486,5.38867900190369e-07,0.5250135546672119
120.39,-0.00028782946274616417,5.388839011741101e-07,0.5250135546672464
120.39,-0.00028784999235678677,5.388999028481899e-07,0.5250135546672807
120.39,-0.00028787052194517715,5.389159052319613e-07,0.5250135546673151
120.39,-0.0002878910515114741,5.38931908260833e-07,0.5250135546673494
120.39,-0.0002879115810555388,5.389479120080428e-07,0.5250135546673839
120.39,-0.0002879321105774546,5.389639164469736e-07,0.5250135546674182
120.39,-0.0002879526400771659,5.389799216076307e-07,0.5250135546674525
120.39,-0.0002879731695548393,5.389959274456431e-07,0.5250135546674868
120.39,-0.0002879936990102805,5.390119339735875e-07,0.5250135546675211
120.39,-0.000288014228443656,5.390279411858804e-07,0.5250135546675554
120.39,-0.0002880347578549103,5.390439491044497e-07,0.5250135546675896
120.39,-0.00028805528724407115,5.39059957715282e-07,0.5250135546676238
120.39,-0.0002880758166110553,5.390759669817585e-07,0.5250135546676581
120.39,-0.000288096345955946,5.390919769647843e-07,0.5250135546676923
120.39,-0.0002881168752787988,5.391079876385552e-07,0.5250135546677265
120.39,-0.00028813740457964143,5.391239990129376e-07,0.5250135546677607
120.39,-0.0002881579338583906,5.391400110737283e-07,0.5250135546677949
120.39,-0.0002881784631150741,5.391560238180272e-07,0.525013554667829
120.39,-0.00028819899234969193,5.391720372622871e-07,0.5250135546678631
120.39,-0.0002882195215622718,5.391880513691029e-07,0.5250135546678972
120.39,-0.0002882400507528693,5.392040661679378e-07,0.5250135546679314
120.39,-0.0002882605799214566,5.392200816937303e-07,0.5250135546679655
120.39,-0.00028828110906800597,5.392360978963902e-07,0.5250135546679996
120.39,-0.00028830163819248966,5.392521148065192e-07,0.5250135546680337
120.39,-0.00028832216729510196,5.3926813239338e-07,0.5250135546680678
120.39,-0.0002883426963757596,5.392841506976845e-07,0.5250135546681017
120.39,-0.00028836322543435156,5.393001696545703e-07,0.5250135546681358
120.39,-0.00028838375447098885,5.393161893112002e-07,0.5250135546681698
120.39,-0.000288404283485727,5.393322096508232e-07,0.5250135546682038
120.39,-0.0002884248124785105,5.393482306718131e-07,0.5250135546682377
120.39,-0.0002884453414493393,5.393642523950136e-07,0.5250135546682718
120.39,-0.000288465870398269,5.393802748119951e-07,0.5250135546683057
120.39,-0.00028848639932527176,5.393962979374485e-07,0.5250135546683397
120.39,-0.00028850692823040314,5.394123217412059e-07,0.5250135546683736
120.39,-0.00028852745711363537,5.394283462274957e-07,0.5250135546684075
120.39,-0.0002885479859748852,5.39444371413123e-07,0.5250135546684414
120.39,-0.0002885685148144024,5.394603972740726e-07,0.5250135546684753
120.39,-0.0002885890436319649,5.394764238240328e-07,0.5250135546685092
120.39,-0.0002886095724276838,5.394924510723276e-07,0.525013554668543
120.39,-0.0002886301012015591,5.395084790233752e-07,0.5250135546685769
120.39,-0.0002886506299536462,5.395245076591235e-07,0.5250135546686107
120.39,-0.0002886711586838342,5.395405369820392e-07,0.5250135546686445
120.39,-0.0002886916873922618,5.39556566992854e-07,0.5250135546686783
120.39,-0.0002887122160787903,5.395725977163962e-07,0.525013554668712
120.39,-0.0002887327447435861,5.395886291436128e-07,0.5250135546687458
120.39,-0.00028875327338659385,5.396046612610324e-07,0.5250135546687796
120.39,-0.0002887738020077857,5.396206940325241e-07,0.5250135546688134
120.39,-0.0002887943306071894,5.396367274891774e-07,0.525013554668847
120.39,-0.0002888148591848605,5.396527616769895e-07,0.5250135546688808
120.39,-0.000288835387740799,5.39668796559965e-07,0.5250135546689145
120.39,-0.00028885591627494933,5.396848320869565e-07,0.5250135546689482
120.39,-0.0002888764447873393,5.397008683282476e-07,0.5250135546689818
120.39,-0.0002888969732780522,5.397169052548628e-07,0.5250135546690156
120.39,-0.00027253711071170694,5.281341478741706e-07,0.5250135860476848
120.39,-0.00015725302812402697,3.9734262630882465e-07,0.5250135915077727
120.39,6.804308270927373e-05,1.40508939561483e-07,0.5250135920777765
120.39,0.00040334037728598227,-2.414704086619202e-07,0.525013592137606
120.39,0.0008486377071577622,-7.487356982844521e-07,0.5250135921434532
120.39,0.001403934953271846,-1.381311680790395e-06,0.5250135921438505
120.39,0.0020692321044814,-2.1392045057231344e-06,0.5250135921440241
120.39,0.0028445291606535306,-3.0224176750097713e-06,0.5250135921446296
